03SK;51.4187365;5.5799533
03SL;52.8757402;7.0559017
03SM;53.1910666;5.6487132
03SZ;51.60685;4.271103
03TB;52.190408;5.382272
03TF;51.4263867;5.4595124
03TJ;51.5104929;3.6100414
03TQ;52.0852858;4.3681424
03TW;51.4534611;3.7728123
03TY;50.9349596;5.8355013
03VC;50.912888;5.9705822
03VI;51.6335202;5.582643
03VL;53.0396596;5.7900533
03VQ;51.9887411;5.9127238
03VV;52.5205869;4.788474
03WD;51.0400347;5.7755231
03WE;50.8945812;5.73048
03WF;51.6606541;4.8125043
03WI;52.2793169;6.2725762
03WM;51.3884074;5.1303274
03WU;52.9011878;6.9215716
03WW;51.9147178;4.4593808
03WX;51.3693979;5.2546003
03XC;52.8699933;5.9888426
03XZ;52.4080934;6.7844695
04BW;50.8073633;5.7664194
04DT;52.2354295;5.1739852
04FB;52.0246493;4.7080308
04FD;52.3401679;4.9670487
04FE;51.2206396;5.79485
04FJ;51.6910258;5.1801144
04FX;51.6382774;4.856824
04GB;52.5591129;4.7305369
04GD;53.0662235;5.5316853
04GH;52.0101496;4.5810555
04HU;52.8935076;5.5826623
04HW;52.7339926;6.1657614
04IM;52.1049276;5.0147155
04IP;50.8656738;5.7299274
04IR;53.3046836;6.1905217
04IY;53.3001957;5.7217329
04JS;52.3513219;4.8707094
04JV;51.4215369;5.5425427
04JW;53.233133;6.0902338
04KD;52.151244;5.3754122
04KI;52.1711328;5.392504
04KM;50.8555809;5.7079725
04LA;52.3449152;4.9053474
04LB;51.8328487;5.5861707
04LJ;52.7032194;6.1222332
04LN;51.9749001;4.3153645
04LV;52.5107154;6.5756141
04LX;51.8526019;6.1028337
04LY;52.9218294;6.7977114
04MB;51.8789386;4.9483322
04MK;52.7597118;5.0761624
04MS;53.0896157;5.8323257
04MZ;51.8338386;4.5668058
04NB;51.9331811;4.7843411
04NC;51.5963906;5.3175805
04NN;52.0896056;5.0838088
04NO;51.9120057;5.0372554
04NS;52.0778452;4.2683801
04NT;52.0005975;4.7764518
04NU;52.2615095;6.1556323
04NW;51.9906358;6.4285459
04OF;52.3796113;6.4763888
04OT;51.4705371;3.7400621
04PF;52.5579731;6.4236133
04PI;51.9678233;6.3102255
04PK;52.0210342;4.7163369
04PP;52.7240037;6.5378949
04PS;52.4164328;6.4418634
04PT;52.7234538;6.5347705
04PV;53.3259631;6.5273845
04QH;52.2779318;5.1691005
04QI;51.8122484;4.3369216
04QL;51.8995477;4.6819359
04QP;51.4896771;5.6456357
04QR;52.0207975;4.4937836
04QU;52.7266003;5.9631159
04QV;51.8807049;5.2775077
04QY;51.9570544;5.8807477
04QZ;51.0400347;5.7755231
04RA;52.4750144;6.0616944
04RF;51.9633053;5.033928
04RJ;52.0409773;6.6070936
04RM;51.5718739;4.4083155
04RP;51.3531419;5.315622
04RS;51.5900253;4.9076788
04RV;52.0098543;4.5805393
04SB;51.5018942;5.7776613
04SC;51.4587124;3.5702619
04SG;51.9797712;4.7672524
04SI;52.6623954;6.0107696
04SK;52.8013802;6.8972622
04SL;52.0057425;6.0268689
04SN;51.8245536;5.6293991
04SR;52.075436;4.3672811
04TE;50.9445106;5.7915125
04TI;50.9271207;5.8227111
04TK;51.7957194;5.025898
04TL;53.1641642;5.7817542
04TM;52.5509813;4.8850363
04TT;51.9549538;4.5111208
04TV;52.6704276;6.0623868
04TW;52.1046208;5.1727993
04TX;51.8566939;5.0332697
04UG;52.2021315;4.4116767
04UH;52.2367916;6.0483557
04UL;52.5663164;5.9317864
04UO;51.4034334;5.2094067
04UR;52.3986276;6.5530402
04US;52.4365641;6.581518
04UX;52.7605023;6.0123516
04UY;51.8318207;5.5831004
04VA;52.4005721;4.6190063
04VF;52.3260182;5.1171503
04VG;53.0004151;5.9501199
04VI;51.8487929;5.5653647
04VK;52.729804;6.1673424
04VN;52.2311123;6.1069934
04VO;51.482715;6.1823407
04WO;52.2246553;6.6813992
04WS;52.089145;6.2579113
04WU;52.144265;5.3732623
04XC;51.7510233;5.2207161
04XH;52.0709275;4.6427596
04XL;50.9489672;5.7734785
04XS;51.8839634;6.4487854
04XT;51.935378;4.6361547
04XX;51.5975095;5.3175643
04YU;52.7114014;5.2801023
04ZS;51.9992673;5.3091535
04ZZ;52.6788871;5.6796546
05BF;52.2229505;4.5642613
05BK;52.0856654;4.9604945
05BX;51.3880581;5.1788678
05CH;53.1758271;6.6194188
05CJ;53.3558687;6.4327436
05CT;51.1617403;6.0153156
05DB;52.9183027;7.0250879
05DG;51.9622743;4.5098609
05DQ;53.4081663;6.6685716
05DU;52.4318535;4.6365695
05ED;51.7122243;5.1983604
05EF;52.2307695;6.0923599
05EJ;51.5372524;6.0714573
05ES;51.2132132;5.7310631
05EV;52.6863572;5.1419751
05EZ;50.8381542;5.8923217
05FR;52.397071;4.9357746
05FU;50.947219;5.8120189
05FV;51.8870992;5.193339
05FW;51.8918759;5.904583
05FZ;51.4957433;5.3990593
05GF;52.068933;5.1948274
05GL;51.8634233;6.4832711
05GM;51.6197274;4.9457426
05GP;51.6234523;4.9493391
05GQ;51.6991048;5.1395274
05GU;51.4302374;5.5589723
05HC;52.0975261;4.3634264
05HD;52.0458312;4.2579735
05HL;52.434874;6.2371546
05HW;52.0075685;6.5186001
05IA;51.7688395;5.8726433
05IJ;52.0207975;4.4937836
05IU;51.9804554;5.7414409
05IW;52.0069773;6.0262114
05JA;51.7083081;5.3846593
05JC;51.9498908;4.4667323
05JI;52.786263;6.1177713
05JL;50.9370393;5.9430391
05JP;51.0041102;5.7696177
05JY;51.253274;5.7214545
05KB;53.1460085;7.0288085
05KL;51.720884;5.2625521
05KP;50.8582285;5.6708098
05KS;52.8432366;6.891411
05LL;51.4359268;5.5195954
05LN;52.2664389;4.633512
05LT;53.0631783;6.0800093
05LV;51.9932928;5.9144081
05MA;52.9562913;6.3463933
05MH;53.111635;7.1610688
05ML;52.4962102;4.6759352
05MU;51.8957492;4.16015
05NA;52.5434034;6.2383194
05NN;52.8551648;6.3680585
05NO;52.0410232;5.6567175
05NQ;53.1494619;6.5709322
05OC;52.9882512;6.8522709
05ON;51.7812207;5.9487032
05OU;53.3085174;5.783668
05PA;52.4762222;6.0646373
05PH;53.1563785;7.004815
05PI;52.3843367;6.4547092
05PO;52.1760424;5.1817725
05PR;52.5859681;6.2691995
05PS;52.5833002;6.2369204
05PV;51.969201;4.9778779
05PW;53.2733282;5.6041078
05PX;53.1641642;5.7817542
05QF;53.190704;6.2388455
05QK;51.9868149;6.0209002
05QX;51.9988381;4.6506465
05RB;52.1322473;6.5976924
05RC;52.9600786;6.9392357
05RD;52.9466606;6.9102562
05RL;51.9031211;4.942977
05RN;52.8356205;6.1642839
05SE;52.7618665;6.45738
05SX;52.7210377;6.2501538
05TB;51.9171901;5.1265533
05TG;51.8240116;4.7703915
05TH;52.8917164;5.6344484
05TU;52.3807917;6.0991492
05TW;52.2147941;4.9228772
05TY;52.6774163;5.9615929
05TZ;52.1708671;6.1451351
05UE;52.4256775;6.0710373
05UF;52.4247268;6.0738582
05UO;52.4608407;6.005043
05UR;53.1188208;6.2591673
05UY;53.1156542;5.5942825
05VD;52.5215849;6.010726
05VG;51.972936;4.5743498
05VL;51.8206876;4.2602104
05VM;51.8084636;5.1365575
05VP;52.3593566;4.8797944
05VR;52.2667003;6.1565304
05VT;52.2321208;6.9029236
05VY;52.0992528;4.3134248
05WD;52.3636967;4.6324463
05WF;52.2589349;6.8116671
05WH;52.2287409;5.1761556
05WM;51.9270816;4.5146638
05WR;52.1163472;4.352356
05WU;52.1009289;5.2661494
05XD;53.2027387;6.7915215
05XH;53.1415158;5.6044737
05XI;53.0164356;5.4800052
05XQ;51.9527189;5.7113613
05XR;51.8789215;5.462059
05YC;51.1885113;6.0201773
05YT;50.8617065;5.7877364
05ZH;52.6314687;6.2250527
05ZI;52.681362;5.023413
05ZR;51.8801294;5.6011143
05ZT;51.8744375;5.9645309
05ZU;51.4196355;6.1370546
06AI;51.5100086;4.2832497
06AL;53.3085562;6.4443128
06AO;53.3780867;6.6751843
06AP;52.7627202;5.1047208
06BA;50.961278;5.8277723
06BB;51.546781;4.8072706
06BC;51.7711526;5.934155
06BG;51.9137586;4.4786472
06BQ;51.6531606;5.2888825
06CI;53.3010975;6.6052327
06CN;53.111635;7.1610688
06CQ;51.1092203;5.8764536
06CZ;51.5181121;4.392318
06DG;53.2010179;7.0394275
06DJ;51.6953995;4.2120402
06DN;52.0533855;4.6448114
06DV;52.4606804;6.0098566
06DZ;51.2892497;5.7419213
06EI;51.689813;4.9559716
06EJ;51.6677517;5.0484557
06EL;52.8199363;5.9739254
06EM;52.6693146;6.007854
06EN;53.3282686;6.9134818
06EO;53.0000311;6.506839
06EP;52.6943608;6.1951147
06ER;51.7891928;5.0324348
06ES;52.0959482;4.2770575
06EU;51.5188772;3.99617
06EV;52.1957077;5.4667684
06FB;51.8710279;5.0744072
06FF;52.4884163;4.6627653
06FI;51.965033;5.5639045
06FK;50.9679452;5.7623555
06FM;51.5067104;5.4029538
06FR;52.2715125;5.7112942
06FV;52.2847565;5.9559886
06GB;52.2898939;4.5778534
06GN;52.1180119;5.1003384
06GP;52.2399058;4.7544847
06GR;50.7777436;5.7075429
06GS;52.6974815;6.1861087
06HD;52.5666737;5.9396168
06HE;51.8839876;6.3804812
06HK;51.6123529;5.1512625
06HL;51.4826537;5.2321687
06HO;51.4500744;4.9297147
06HT;52.1939862;4.4797593
06HU;51.5603641;5.6243368
06IA;51.5711844;5.0906813
06IL;52.3196429;4.6013867
06IR;51.3646843;5.1676072
06IU;53.0041435;6.0692467
06IY;52.2688568;7.0108463
06JP;52.1339592;5.5873751
06JQ;51.6117664;4.5124521
06JT;51.7329737;5.5242217
06JW;53.0142617;5.6172077
06JY;52.3812523;6.3211265
06JZ;51.1760349;6.0158201
06KD;51.8993029;5.0918495
06KH;50.9156748;5.886087
06KO;51.9827339;5.0810236
06LC;51.4244384;5.5687201
06LH;52.8603984;7.0875673
06LI;51.9707588;4.9380098
06LM;52.1865494;5.3735671
06LR;52.5213613;5.7269066
06LT;51.6086816;5.5398977
06LY;51.5131;5.3929491
06MA;52.0296906;5.5352969
06MC;50.9716345;5.8594994
06MI;51.6092599;5.5500577
06MS;50.7868556;5.9634936
06MV;52.0634312;4.2824035
06MW;53.150953;6.7512576
06MY;52.7974839;6.9088533
06MZ;52.2604328;6.693456
06NC;52.421605;6.7340894
06NI;52.8777117;6.0015362
06NJ;52.1345659;5.4285763
06NO;51.9237113;4.5103986
06NU;53.0820303;6.0480228
06NX;51.8384272;4.9482052
06OJ;50.8769487;5.6894547
06OQ;52.147987;4.4035525
06OY;52.0870841;5.0852221
06PA;52.287957;5.2671653
06PH;52.3358824;4.9597335
06PJ;53.0185487;6.2479531
06PQ;53.1866897;6.3294279
06PT;52.3508586;6.8559708
06QC;52.2637645;5.6079885
06QF;51.9159215;6.0822786
06QG;52.078073;6.22808
06QH;52.7213247;7.0413465
06QO;53.349705;5.8677706
06QT;53.1458064;6.2673028
06QV;53.2210566;6.3379171
06RQ;53.1836245;5.5395022
06RU;52.4920222;5.4887979
06RX;51.8400244;6.3895499
06SE;53.2809366;6.693659
06SI;52.7544963;7.0333085
06SO;51.8159444;4.4013323
06SQ;53.1055522;6.9819575
06TC;53.2744743;5.9972347
06TD;52.5998554;4.8889893
06TI;52.6284565;6.5560669
06TK;51.9965072;6.0705067
06TL;52.4312328;4.9152838
06UH;51.0282231;5.7840936
06UI;51.8732912;6.3730363
06UN;52.8539613;5.5175951
06VN;51.8339221;4.9845839
06VP;51.5243175;4.2801962
06VS;51.0836737;5.8121319
06VV;51.3509025;5.3056395
06VW;51.7106939;5.9146615
06VY;51.2754276;5.7798907
06WC;51.5884021;4.9068277
06WD;51.5187565;5.5966515
06WH;51.8231861;5.5032654
06WP;50.9521839;5.7743857
06WT;51.5632403;5.091989
06XI;51.6114103;4.7413044
06XP;51.5713922;4.8830863
06YB;51.5725104;5.072129
06YD;52.8183628;7.0594206
06YH;51.0036605;5.887708
06YL;52.7261872;5.6442578
06YR;52.8056088;6.0674519
06YT;52.1386792;5.5831723
06YZ;52.3918393;6.139135
06ZB;51.856667;5.6075713
06ZN;52.183789;5.4336976
07AF;51.8942485;5.081851
07AK;52.0623586;4.3007542
07AR;52.5205869;4.788474
07BH;52.660494;5.0870116
07BK;51.9776159;6.5171996
07BS;51.8535255;6.310286
07BV;51.0871859;5.9475358
07CK;51.8419467;5.4436585
07CM;52.3543784;5.9625813
07CU;50.9682794;5.9099175
07CZ;51.5883182;5.58934
07DA;51.3982266;5.269564
07DB;51.8483814;5.8453554
07DH;51.6451853;4.9017529
07DJ;51.5543847;5.0968758
07DZ;52.6111792;6.5749528
07ED;52.6783852;6.008069
07EE;51.4591492;3.9061982
07EF;52.2987449;6.8590349
07EQ;52.3324371;5.5349278
07ER;51.2895682;5.7600677
07FA;51.3779078;3.5083367
07FD;51.4981079;4.2878111
07FK;51.9247125;6.5834201
07FL;51.4025382;5.7361834
07FU;52.5949894;6.1039626
07FY;52.0050994;4.5376539
07GB;51.769731;5.3358281
07HJ;52.379715;6.6242375
07HL;52.2232405;4.4790917
07HQ;52.3593566;4.8797944
07IM;53.2577327;6.4601469
07IV;52.196819;5.4143792
07JK;52.3432026;4.8612824
07JR;51.4509211;4.0340262
07JU;51.9138021;4.0969807
07JV;51.8870992;5.193339
07KA;52.6206351;6.0424609
07KK;53.3577813;6.3797673
07KO;52.2299687;6.9073067
07KU;52.5245453;6.6149999
07LB;52.8555194;6.318262
07LF;53.3304377;6.0981241
07LH;52.2011968;4.3924352
07LI;52.214114;4.931107
07LJ;52.3784792;4.7445843
07LM;52.9579155;4.7488391
07LN;52.0233804;4.7057341
07LT;52.1988783;4.3981619
07LW;51.4894217;5.6617987
07LZ;52.0070154;4.2284092
07MK;51.8035352;4.6857437
07MN;51.359475;5.3160176
07NA;50.9342684;5.7997492
07NB;52.1426836;4.5226995
07ND;51.5615741;5.1078089
07NF;51.9600755;5.9658175
07NJ;52.4972309;4.6775833
07NN;53.0757621;6.5730018
07NP;51.3737719;5.2158527
07NU;51.5114998;5.6406348
07NW;52.7852518;6.121208
07OC;52.2316809;6.1105332
07OH;52.0608623;4.8220127
07OZ;51.9320507;5.7101869
07PA;52.9852365;6.5775325
07PB;51.6990281;4.8465628
07PJ;51.5940556;4.788276
07PM;51.8721336;6.3754639
07PW;51.4138041;5.5589999
07QB;51.9363115;6.1270013
07QK;53.1471351;6.5638341
07QM;53.1594873;6.7856402
07QO;52.6701833;6.7525125
07QV;52.8672295;5.4590297
07QW;52.2550583;4.7649849
07RC;52.3523275;4.8778066
07RE;50.9415699;5.8835079
07RK;52.0916565;4.96015
07RL;52.6560265;4.8547686
07RS;52.0122148;5.548783
07RV;51.9768954;4.2454081
07ST;52.053866;4.6557382
07TJ;52.3500844;4.8439391
07TK;52.4014526;4.9416851
07TM;51.9784285;5.9317254
07TO;51.3086835;6.1155199
07TP;51.8902243;5.8937222
07TV;52.1220025;5.1858519
07TZ;52.065525;5.2081785
07UA;51.9492984;5.2099852
07UC;53.324659;6.9122321
07UO;52.035127;4.2661561
07UQ;53.1670203;6.6072248
07UV;52.6959504;5.1785904
07UY;51.9386052;5.9363227
07VC;51.8620761;6.0448996
07VH;52.5116019;6.3611665
07VO;52.7844875;4.7835308
07VS;50.9899577;5.8690101
07VV;52.532173;4.7131443
07VZ;52.8698115;5.9973282
07WF;51.6985193;5.2204213
07WN;52.9834268;6.9653283
07WT;53.1989211;6.58688
07WV;50.8483052;5.6995822
07WX;52.2140918;5.2887018
07XA;51.9306759;5.3111458
07XM;52.0102549;4.5298416
07XP;52.0769306;4.6679824
07XS;51.6619399;4.0930808
07XV;51.6321785;4.368954
07YA;52.8734196;5.8205512
07YC;52.047109;5.6540139
07YK;53.2394269;6.2053202
07YO;52.0775143;4.2718813
07YZ;52.3979144;6.4373035
07ZE;51.8742031;4.9783238
08AF;53.3021269;6.3964365
08AK;52.0658118;5.5194834
08AQ;52.7126599;6.2887915
08AS;53.3889648;6.8430452
08BK;51.8113141;4.9065003
08BV;53.1239432;6.3461877
08BX;51.8228709;4.2547104
08CA;52.3548262;4.9371105
08CK;51.9227665;4.4595564
08CN;52.1820159;5.2965145
08CS;53.0142617;5.6172077
08CT;52.6791756;6.662652
08EM;52.2071068;5.2998157
08EP;52.6482062;6.6180436
08ER;52.6596328;6.2946037
08EU;51.9281155;4.8115714
08EW;52.340628;4.9599073
08FC;51.9612;5.4907508
08FF;51.9478936;4.8525296
08FU;51.3773663;6.128794
08FX;53.1641642;5.7817542
08GX;51.6836369;5.1219897
08GY;51.6979827;5.9800682
08HD;51.6412098;5.2868162
08HK;51.7837276;5.1236917
08HM;51.9591922;5.418468
08HN;52.1985511;4.8657111
08HO;52.2541399;5.6107023
08IF;52.234572;7.0393172
08IH;52.1796809;4.4706261
08IT;52.0295658;5.0448181
08JC;52.0399396;4.6399877
08JF;51.868894;4.6018616
08JL;51.9152334;4.5904544
08JM;52.5732285;6.2513105
08JQ;50.859204;5.8059368
08JT;51.6137254;4.7807393
08JV;51.625557;4.8439126
08JW;51.3284412;3.833443
08JY;51.9393521;6.0715426
08KE;52.0265268;6.6585475
08KH;51.9102001;5.8368342
08KJ;53.1641642;5.7817542
08KK;52.1269317;5.1045446
08KO;52.2046323;5.300433
08KP;52.2545217;5.0445803
08KR;52.3269035;4.8732081
08KS;51.8993525;6.3754956
08KV;52.6389455;5.0357836
08KX;51.4826537;5.2321687
08LE;52.0936552;5.2317788
08LJ;50.94929;5.9691116
08LL;52.3072198;6.7604025
08LQ;51.3581693;5.161515
08LR;51.489068;3.8892432
08ME;51.0106309;5.8371776
08MW;50.873579;6.070818
08MY;52.7293754;5.1594964
08NB;52.3793035;6.275731
08NH;51.9932044;6.5772192
08NJ;51.5022176;5.3747592
08NO;51.7434797;5.4648388
08NP;52.5728967;4.7018465
08OF;52.6870383;6.1817146
08ON;51.2518179;5.7000701
08PE;52.2425365;5.1154179
08PK;52.9554372;7.0539254
08PM;52.9369102;7.0094309
08PR;52.7008825;6.3181104
08QN;50.947944;5.9039264
08QO;50.837355;5.6934232
08QS;51.0390044;5.8622144
08QU;50.8664555;6.0274703
08QV;51.5162674;5.5896391
08QW;50.9537136;5.8714362
08RN;52.3801427;6.7075632
08RP;51.9610217;5.8122264
08RQ;52.5210435;6.0944042
08TJ;52.379178;6.4864633
08UC;50.8492553;5.6523078
08US;51.9977228;5.4582714
08UX;50.8252836;5.8175989
08UY;51.944004;4.5385567
08VA;52.3409512;4.8586015
08VC;52.7145753;6.9294406
08VE;52.3012903;6.7434862
08VH;52.2068048;6.8682634
08VP;52.0125636;4.7212655
08VR;52.0826809;4.3965246
08VS;52.5812164;6.6424093
08VW;52.4276311;5.836089
08VZ;51.8778945;5.2912237
08WC00;51.7977944;4.6607263
08WG;51.942228;6.4668527
08WK;51.625557;4.8439126
08WO;52.1866809;5.6171825
08WR;51.6815253;4.7936112
08WT;51.9322048;4.2364329
08WZ;51.5062523;5.6373346
08XG;52.0764935;5.4943841
08XL;53.0041293;6.5520191
08XO;50.9494844;5.7671058
08XS;51.4275959;5.5503187
08YI;51.5185779;5.2715838
08YM;52.0067682;5.5473426
08ZE;52.3930176;4.9610816
08ZG;51.5329058;5.6258158
08ZI;51.8881923;5.9001443
08ZK;52.0773907;4.7494468
08ZV;52.5135053;4.6616445
08ZW;51.3843277;5.5656997
08ZX;52.6019134;4.7099727
09AA;51.7832042;5.8499311
09AG;51.9379446;4.2300738
09AM;52.0109349;4.438007
09AS;51.4870431;3.6252859
09AW;52.1212588;4.4952848
09AZ;51.6995477;5.2096686
09BA;50.834092;5.9766592
09BO;52.0874516;4.7492003
09BP;52.0671317;4.6482029
09BQ;51.9011367;4.1629209
09BU;52.0982436;6.6583248
09BY;52.0051407;4.6987705
09CA;52.4764556;6.051359
09CB;52.3883805;6.0306209
09CG;53.0048574;6.127985
09CU;52.2556632;5.5921027
09CW;51.9425419;4.4246329
09DE;51.5786689;4.7747878
09DI;52.1683786;5.2778892
09DL;51.8644733;6.4978386
09DS;52.4300728;4.9103773
09DW;51.9816366;5.3439997
09EE;51.5155234;3.9923582
09EI;51.6778387;4.9802345
09FF;51.9490167;5.5208466
09FN;53.0943154;6.6761542
09FO;51.651098;4.0386208
09FV;53.0645983;6.4620696
09FY;50.988514;5.7735185
09GK;51.7451192;4.0962723
09GM;51.4649143;5.6383636
09GQ;51.927725;4.4905078
09HC;51.8993029;5.0918495
09HF;53.1450195;6.5032849
09HT;51.9676633;5.4547694
09HU;52.2032556;4.8531053
09HX;52.0789975;5.0375355
09HY;51.6490067;3.9061518
09IF;52.2561091;7.0037014
09IR;51.6584927;4.8771577
09IT;52.0223885;5.0415467
09JI;52.3741767;5.7777836
09JL;52.5750708;6.288862
09JN;52.4877563;4.6449832
09JP;51.585595;5.0733498
09JT;51.5712664;4.8080535
09JU;51.9297916;6.0667179
09JX;52.0982436;6.6583248
09KA;52.0395898;6.6104572
09KF;53.2089577;5.845858
09KQ;51.5514397;5.686403
09KV;51.3261108;3.4921035
09KX;50.8280829;5.7216688
09KZ;52.1292506;4.4491056
08LV;52.2561091;7.0037014
09LD;51.8862155;5.543493
09LO;52.2919867;5.2320899
09LP;52.3061597;4.6973209
09LR;51.8639076;5.7672103
09LS;52.3744599;7.012003
09LU;50.9270645;5.9374842
09ME;52.0496783;4.2438882
09MG;51.9841723;6.574932
09ML;50.9125277;5.9551023
09MT;51.5672696;5.0670098
09MU;51.9611155;5.9681259
09MZ;52.6953681;6.2174176
09NC;51.2643092;5.6832639
09NJ;51.5229205;5.4839137
09NL;51.9106615;4.1045483
09NT;52.6746499;6.4320423
09NW;51.6904318;5.2011164
09OB;52.7664041;6.8833888
09OF;51.1050069;5.8651205
09PB;51.7327084;5.139898
09PM;51.5996457;5.6088124
09PV;52.4854471;6.108586
09PX;51.8893684;5.6113121
09QC;52.4609786;5.03414
09QG;52.7225426;4.7381457
09QP;52.8654275;6.5065489
09QV;52.1878236;5.0951108
09QY;51.5900052;5.3375183
09RG;51.6906612;5.0935879
09RP;51.8789386;4.9483322
09RQ;52.1006868;6.6410013
09RU;52.379199;4.5412271
09SF;50.8225223;5.7229059
09SW;51.8114809;4.6863384
09SX;52.00358;5.459792
09TC;51.962761;4.5492937
09TJ;52.0576173;5.2912556
09TK;52.2572726;5.2303317
09TM;52.2692505;6.1697057
09TU;52.0257395;4.1709318
09TV;52.5668412;6.6011467
09TX;52.0007621;4.1555555
09UI;52.1645702;4.5353547
09UL;51.521182;4.4726827
09UO;51.5462522;5.0443324
09US;51.366419;5.2214639
09VB;51.5730353;5.0557046
09VD;50.9513555;5.7693839
09VH;51.9419865;6.1248381
09VI;51.541154;4.9407633
09VU;51.5062999;5.3301052
09VY;52.1138757;5.0929615
09WL;51.8955418;5.4296973
09WM;52.0370077;4.6369584
09WN;52.359833;6.6055336
09WT;51.5994249;4.7771494
09XC;51.8366367;4.1397891
09XD;51.778121;5.8629653
09XE;52.6600314;5.058034
09XF;52.2952802;5.2760387
09XH;52.3121425;6.9090493
09XR;50.7989011;5.9432047
09XT;52.1164014;4.4888995
09XW;52.3513041;4.606826
09YB;52.1439341;5.5789016
09YF;52.0785438;4.7451007
09YG;52.0709275;4.6427596
09YI;52.5327023;6.3110035
09YP;51.6642901;4.5309446
09YR;52.0904313;5.5821142
09YT;52.2960331;5.1517433
09ZF;51.5769204;4.7870174
09ZI;52.3532687;4.9164352
09ZS;51.7523721;4.5954865
10AC;51.4835695;3.9643481
10AZ;51.7399369;5.8710584
10BC;51.741859;4.6040832
10BD;51.9334588;5.4804863
10BF;52.2252436;6.5231754
10BH;51.9535521;4.8392173
10BK;53.0754063;6.69846
10BV;51.5160535;4.4638847
10BZ;51.8079726;5.2528606
10CH;51.496835;5.6623671
10CJ;52.3704649;5.7684969
10CU;51.8916403;5.1015903
10DF;52.7746688;6.2380147
10DG;52.2837078;6.3505061
10DH;51.9588173;5.3567934
10DI;52.2119414;4.8621454
10DJ;52.2585237;5.5972152
10DS;53.2644096;6.5917596
10DT;53.0839019;7.1288551
10DV;51.9721229;4.6130574
10DW;52.1796964;4.4936819
10EC;51.9848685;4.6763142
10EZ;51.5925624;5.0743674
10FD;52.1008908;6.6368553
10FJ;53.1886407;5.7881838
10FL;51.2909867;4.0554622
10FN;51.5191418;5.0535982
10FU;52.1020197;5.2504308
10FX;51.3547282;3.5533051
10FY;52.2939794;6.7400823
10FZ;50.8384781;5.732523
10GE;51.5653693;4.6409298
10GK;52.0412123;4.3178246
10GT;52.3791843;7.004135
10HG;51.5382139;5.0923036
10HM;52.704753;6.1938932
10HU;50.9737917;5.7703554
10HX;52.2455165;4.835588
10IK;53.2643818;6.0831443
10IL;53.0839547;6.6660187
10IM;52.6447589;6.0740059
10IU;51.4745831;5.7079485
10IY;52.680172;6.5790962
10JF;51.7253504;5.136631
